#indeks,segment,pozycja,pokrycie
7963,hRSV/A/England/397/2017,7963,1088
7964,hRSV/A/England/397/2017,7964,1088
7965,hRSV/A/England/397/2017,7965,1090
7966,hRSV/A/England/397/2017,7966,1097
7967,hRSV/A/England/397/2017,7967,1097
7968,hRSV/A/England/397/2017,7968,1096
7969,hRSV/A/England/397/2017,7969,1098
7970,hRSV/A/England/397/2017,7970,1098
7971,hRSV/A/England/397/2017,7971,1108
7972,hRSV/A/England/397/2017,7972,1109
7973,hRSV/A/England/397/2017,7973,1109
7974,hRSV/A/England/397/2017,7974,1109
7975,hRSV/A/England/397/2017,7975,1109
7976,hRSV/A/England/397/2017,7976,1111
7977,hRSV/A/England/397/2017,7977,1111
7978,hRSV/A/England/397/2017,7978,1108
7979,hRSV/A/England/397/2017,7979,1110
7980,hRSV/A/England/397/2017,7980,1106
7981,hRSV/A/England/397/2017,7981,1107
7982,hRSV/A/England/397/2017,7982,1107
7983,hRSV/A/England/397/2017,7983,1109
7984,hRSV/A/England/397/2017,7984,1123
7985,hRSV/A/England/397/2017,7985,1124
7986,hRSV/A/England/397/2017,7986,1124
7987,hRSV/A/England/397/2017,7987,1119
7988,hRSV/A/England/397/2017,7988,1120
7989,hRSV/A/England/397/2017,7989,1134
7990,hRSV/A/England/397/2017,7990,1131
7991,hRSV/A/England/397/2017,7991,1131
7992,hRSV/A/England/397/2017,7992,1130
7993,hRSV/A/England/397/2017,7993,1096
7994,hRSV/A/England/397/2017,7994,1096
7995,hRSV/A/England/397/2017,7995,1089
7996,hRSV/A/England/397/2017,7996,1090
7997,hRSV/A/England/397/2017,7997,1098
7998,hRSV/A/England/397/2017,7998,1092
7999,hRSV/A/England/397/2017,7999,1104
8000,hRSV/A/England/397/2017,8000,1106
8001,hRSV/A/England/397/2017,8001,1111
8002,hRSV/A/England/397/2017,8002,1106
8003,hRSV/A/England/397/2017,8003,1104
8004,hRSV/A/England/397/2017,8004,1099
8005,hRSV/A/England/397/2017,8005,1098
8006,hRSV/A/England/397/2017,8006,1092
8007,hRSV/A/England/397/2017,8007,1102
8008,hRSV/A/England/397/2017,8008,1097
8009,hRSV/A/England/397/2017,8009,1098
8010,hRSV/A/England/397/2017,8010,1118
8011,hRSV/A/England/397/2017,8011,1058
8012,hRSV/A/England/397/2017,8012,1060
8013,hRSV/A/England/397/2017,8013,1054
8014,hRSV/A/England/397/2017,8014,1043
8015,hRSV/A/England/397/2017,8015,1036
8016,hRSV/A/England/397/2017,8016,1031
8017,hRSV/A/England/397/2017,8017,1027
8018,hRSV/A/England/397/2017,8018,1038
8019,hRSV/A/England/397/2017,8019,973
8020,hRSV/A/England/397/2017,8020,1002
8021,hRSV/A/England/397/2017,8021,994
8022,hRSV/A/England/397/2017,8022,962
8023,hRSV/A/England/397/2017,8023,938
8024,hRSV/A/England/397/2017,8024,926
8025,hRSV/A/England/397/2017,8025,937
8026,hRSV/A/England/397/2017,8026,933
8027,hRSV/A/England/397/2017,8027,867
8028,hRSV/A/England/397/2017,8028,774
8029,hRSV/A/England/397/2017,8029,713
8030,hRSV/A/England/397/2017,8030,735
8031,hRSV/A/England/397/2017,8031,734
8032,hRSV/A/England/397/2017,8032,724
8033,hRSV/A/England/397/2017,8033,738
8034,hRSV/A/England/397/2017,8034,701
8035,hRSV/A/England/397/2017,8035,672
8036,hRSV/A/England/397/2017,8036,672
8037,hRSV/A/England/397/2017,8037,671
8038,hRSV/A/England/397/2017,8038,672
8039,hRSV/A/England/397/2017,8039,644
8040,hRSV/A/England/397/2017,8040,644
8041,hRSV/A/England/397/2017,8041,639
8042,hRSV/A/England/397/2017,8042,629
8043,hRSV/A/England/397/2017,8043,609
8044,hRSV/A/England/397/2017,8044,581
8045,hRSV/A/England/397/2017,8045,581
8046,hRSV/A/England/397/2017,8046,560
8047,hRSV/A/England/397/2017,8047,559
8048,hRSV/A/England/397/2017,8048,557
8049,hRSV/A/England/397/2017,8049,561
8050,hRSV/A/England/397/2017,8050,559
8051,hRSV/A/England/397/2017,8051,557
8052,hRSV/A/England/397/2017,8052,564
8053,hRSV/A/England/397/2017,8053,569
8054,hRSV/A/England/397/2017,8054,574
8055,hRSV/A/England/397/2017,8055,578
8056,hRSV/A/England/397/2017,8056,579
8057,hRSV/A/England/397/2017,8057,583
8058,hRSV/A/England/397/2017,8058,575
8059,hRSV/A/England/397/2017,8059,575
8060,hRSV/A/England/397/2017,8060,572
8061,hRSV/A/England/397/2017,8061,587
8062,hRSV/A/England/397/2017,8062,598
8063,hRSV/A/England/397/2017,8063,590
8064,hRSV/A/England/397/2017,8064,594
8065,hRSV/A/England/397/2017,8065,595
8066,hRSV/A/England/397/2017,8066,598
8067,hRSV/A/England/397/2017,8067,602
8068,hRSV/A/England/397/2017,8068,595
8069,hRSV/A/England/397/2017,8069,598
8070,hRSV/A/England/397/2017,8070,609
8071,hRSV/A/England/397/2017,8071,609
8072,hRSV/A/England/397/2017,8072,608
8073,hRSV/A/England/397/2017,8073,613
8074,hRSV/A/England/397/2017,8074,612
8075,hRSV/A/England/397/2017,8075,622
8076,hRSV/A/England/397/2017,8076,623
8077,hRSV/A/England/397/2017,8077,623
8078,hRSV/A/England/397/2017,8078,620
8079,hRSV/A/England/397/2017,8079,617
8080,hRSV/A/England/397/2017,8080,623
8081,hRSV/A/England/397/2017,8081,626
8082,hRSV/A/England/397/2017,8082,624
8083,hRSV/A/England/397/2017,8083,677
8084,hRSV/A/England/397/2017,8084,677
8085,hRSV/A/England/397/2017,8085,685
8086,hRSV/A/England/397/2017,8086,706
8087,hRSV/A/England/397/2017,8087,709
8088,hRSV/A/England/397/2017,8088,710
8089,hRSV/A/England/397/2017,8089,721
8090,hRSV/A/England/397/2017,8090,721
8091,hRSV/A/England/397/2017,8091,722
8092,hRSV/A/England/397/2017,8092,747
8093,hRSV/A/England/397/2017,8093,744
8094,hRSV/A/England/397/2017,8094,746
8095,hRSV/A/England/397/2017,8095,742
8096,hRSV/A/England/397/2017,8096,751
8097,hRSV/A/England/397/2017,8097,753
8098,hRSV/A/England/397/2017,8098,753
8099,hRSV/A/England/397/2017,8099,753
8100,hRSV/A/England/397/2017,8100,756
8101,hRSV/A/England/397/2017,8101,756
8102,hRSV/A/England/397/2017,8102,760
8103,hRSV/A/England/397/2017,8103,772
8104,hRSV/A/England/397/2017,8104,773
8105,hRSV/A/England/397/2017,8105,794
8106,hRSV/A/England/397/2017,8106,793
8107,hRSV/A/England/397/2017,8107,793
8108,hRSV/A/England/397/2017,8108,794
8109,hRSV/A/England/397/2017,8109,795
8110,hRSV/A/England/397/2017,8110,812
8111,hRSV/A/England/397/2017,8111,807
8112,hRSV/A/England/397/2017,8112,805
8113,hRSV/A/England/397/2017,8113,805
8114,hRSV/A/England/397/2017,8114,787
8115,hRSV/A/England/397/2017,8115,786
8116,hRSV/A/England/397/2017,8116,786
8117,hRSV/A/England/397/2017,8117,786
8118,hRSV/A/England/397/2017,8118,786
8119,hRSV/A/England/397/2017,8119,778
8120,hRSV/A/England/397/2017,8120,784
8121,hRSV/A/England/397/2017,8121,789
8122,hRSV/A/England/397/2017,8122,789
8123,hRSV/A/England/397/2017,8123,789
8124,hRSV/A/England/397/2017,8124,789
8125,hRSV/A/England/397/2017,8125,791
8126,hRSV/A/England/397/2017,8126,790
8127,hRSV/A/England/397/2017,8127,787
8128,hRSV/A/England/397/2017,8128,793
8129,hRSV/A/England/397/2017,8129,789
8130,hRSV/A/England/397/2017,8130,793
8131,hRSV/A/England/397/2017,8131,787
8132,hRSV/A/England/397/2017,8132,785
8133,hRSV/A/England/397/2017,8133,782
8134,hRSV/A/England/397/2017,8134,808
8135,hRSV/A/England/397/2017,8135,810
8136,hRSV/A/England/397/2017,8136,809
8137,hRSV/A/England/397/2017,8137,791
8138,hRSV/A/England/397/2017,8138,804
8139,hRSV/A/England/397/2017,8139,794
8140,hRSV/A/England/397/2017,8140,803
8141,hRSV/A/England/397/2017,8141,799
8142,hRSV/A/England/397/2017,8142,796
8143,hRSV/A/England/397/2017,8143,793
8144,hRSV/A/England/397/2017,8144,786
8145,hRSV/A/England/397/2017,8145,783
8146,hRSV/A/England/397/2017,8146,785
8147,hRSV/A/England/397/2017,8147,767
8148,hRSV/A/England/397/2017,8148,767
8149,hRSV/A/England/397/2017,8149,748
8150,hRSV/A/England/397/2017,8150,745
8151,hRSV/A/England/397/2017,8151,745
8152,hRSV/A/England/397/2017,8152,742
8153,hRSV/A/England/397/2017,8153,742
8154,hRSV/A/England/397/2017,8154,738
8155,hRSV/A/England/397/2017,8155,711
8156,hRSV/A/England/397/2017,8156,710
8157,hRSV/A/England/397/2017,8157,697
8158,hRSV/A/England/397/2017,8158,678
8159,hRSV/A/England/397/2017,8159,678
8160,hRSV/A/England/397/2017,8160,674
8161,hRSV/A/England/397/2017,8161,671
8162,hRSV/A/England/397/2017,8162,651
8163,hRSV/A/England/397/2017,8163,649
8164,hRSV/A/England/397/2017,8164,648
8165,hRSV/A/England/397/2017,8165,637
8166,hRSV/A/England/397/2017,8166,631
8167,hRSV/A/England/397/2017,8167,628
8168,hRSV/A/England/397/2017,8168,617
8169,hRSV/A/England/397/2017,8169,617
8170,hRSV/A/England/397/2017,8170,615
8171,hRSV/A/England/397/2017,8171,614
8172,hRSV/A/England/397/2017,8172,598
8173,hRSV/A/England/397/2017,8173,948
8174,hRSV/A/England/397/2017,8174,946
8175,hRSV/A/England/397/2017,8175,939
8176,hRSV/A/England/397/2017,8176,947
8177,hRSV/A/England/397/2017,8177,962
8178,hRSV/A/England/397/2017,8178,985
8179,hRSV/A/England/397/2017,8179,980
8180,hRSV/A/England/397/2017,8180,1010
8181,hRSV/A/England/397/2017,8181,996
8182,hRSV/A/England/397/2017,8182,1011
8183,hRSV/A/England/397/2017,8183,1009
8184,hRSV/A/England/397/2017,8184,1012
8185,hRSV/A/England/397/2017,8185,1006
8186,hRSV/A/England/397/2017,8186,1010
8187,hRSV/A/England/397/2017,8187,1001
8188,hRSV/A/England/397/2017,8188,997
8189,hRSV/A/England/397/2017,8189,1016
8190,hRSV/A/England/397/2017,8190,1016
8191,hRSV/A/England/397/2017,8191,1021
8192,hRSV/A/England/397/2017,8192,1026
8193,hRSV/A/England/397/2017,8193,1030
8194,hRSV/A/England/397/2017,8194,1038
8195,hRSV/A/England/397/2017,8195,1040
8196,hRSV/A/England/397/2017,8196,1040
8197,hRSV/A/England/397/2017,8197,1039
8198,hRSV/A/England/397/2017,8198,1031
8199,hRSV/A/England/397/2017,8199,1029
8200,hRSV/A/England/397/2017,8200,1024
8201,hRSV/A/England/397/2017,8201,1027
8202,hRSV/A/England/397/2017,8202,1025
8203,hRSV/A/England/397/2017,8203,1020
8204,hRSV/A/England/397/2017,8204,1014
8205,hRSV/A/England/397/2017,8205,1006
8206,hRSV/A/England/397/2017,8206,1008
8207,hRSV/A/England/397/2017,8207,1009
8208,hRSV/A/England/397/2017,8208,1007
8209,hRSV/A/England/397/2017,8209,996
8210,hRSV/A/England/397/2017,8210,989
8211,hRSV/A/England/397/2017,8211,986
8212,hRSV/A/England/397/2017,8212,992
8213,hRSV/A/England/397/2017,8213,992
8214,hRSV/A/England/397/2017,8214,997
8215,hRSV/A/England/397/2017,8215,991
8216,hRSV/A/England/397/2017,8216,988
8217,hRSV/A/England/397/2017,8217,992
8218,hRSV/A/England/397/2017,8218,953
8219,hRSV/A/England/397/2017,8219,621
8220,hRSV/A/England/397/2017,8220,626
8221,hRSV/A/England/397/2017,8221,626
8222,hRSV/A/England/397/2017,8222,626
8223,hRSV/A/England/397/2017,8223,627
8224,hRSV/A/England/397/2017,8224,634
8225,hRSV/A/England/397/2017,8225,646
8226,hRSV/A/England/397/2017,8226,647
8227,hRSV/A/England/397/2017,8227,659
8228,hRSV/A/England/397/2017,8228,662
8229,hRSV/A/England/397/2017,8229,665
8230,hRSV/A/England/397/2017,8230,666
8231,hRSV/A/England/397/2017,8231,675
8232,hRSV/A/England/397/2017,8232,675
8233,hRSV/A/England/397/2017,8233,676
8234,hRSV/A/England/397/2017,8234,678
8235,hRSV/A/England/397/2017,8235,679
8236,hRSV/A/England/397/2017,8236,682
8237,hRSV/A/England/397/2017,8237,690
8238,hRSV/A/England/397/2017,8238,691
8239,hRSV/A/England/397/2017,8239,729
8240,hRSV/A/England/397/2017,8240,743
8241,hRSV/A/England/397/2017,8241,748
8242,hRSV/A/England/397/2017,8242,752
8243,hRSV/A/England/397/2017,8243,759
8244,hRSV/A/England/397/2017,8244,761
8245,hRSV/A/England/397/2017,8245,797
8246,hRSV/A/England/397/2017,8246,797
8247,hRSV/A/England/397/2017,8247,798
8248,hRSV/A/England/397/2017,8248,806
8249,hRSV/A/England/397/2017,8249,807
8250,hRSV/A/England/397/2017,8250,807
8251,hRSV/A/England/397/2017,8251,808
8252,hRSV/A/England/397/2017,8252,810
8253,hRSV/A/England/397/2017,8253,816
8254,hRSV/A/England/397/2017,8254,802
8255,hRSV/A/England/397/2017,8255,804
8256,hRSV/A/England/397/2017,8256,804
8257,hRSV/A/England/397/2017,8257,804
8258,hRSV/A/England/397/2017,8258,808
8259,hRSV/A/England/397/2017,8259,804
8260,hRSV/A/England/397/2017,8260,806
8261,hRSV/A/England/397/2017,8261,803
8262,hRSV/A/England/397/2017,8262,793
8263,hRSV/A/England/397/2017,8263,800
8264,hRSV/A/England/397/2017,8264,810
8265,hRSV/A/England/397/2017,8265,812
8266,hRSV/A/England/397/2017,8266,831
8267,hRSV/A/England/397/2017,8267,836
8268,hRSV/A/England/397/2017,8268,836
8269,hRSV/A/England/397/2017,8269,838
8270,hRSV/A/England/397/2017,8270,840
8271,hRSV/A/England/397/2017,8271,834
8272,hRSV/A/England/397/2017,8272,835
8273,hRSV/A/England/397/2017,8273,809
8274,hRSV/A/England/397/2017,8274,815
8275,hRSV/A/England/397/2017,8275,802
8276,hRSV/A/England/397/2017,8276,828
8277,hRSV/A/England/397/2017,8277,845
8278,hRSV/A/England/397/2017,8278,849
8279,hRSV/A/England/397/2017,8279,846
8280,hRSV/A/England/397/2017,8280,868
8281,hRSV/A/England/397/2017,8281,882
8282,hRSV/A/England/397/2017,8282,895
8283,hRSV/A/England/397/2017,8283,893
8284,hRSV/A/England/397/2017,8284,890
8285,hRSV/A/England/397/2017,8285,889
8286,hRSV/A/England/397/2017,8286,882
8287,hRSV/A/England/397/2017,8287,885
8288,hRSV/A/England/397/2017,8288,885
8289,hRSV/A/England/397/2017,8289,880
8290,hRSV/A/England/397/2017,8290,875
8291,hRSV/A/England/397/2017,8291,894
8292,hRSV/A/England/397/2017,8292,896
8293,hRSV/A/England/397/2017,8293,900
8294,hRSV/A/England/397/2017,8294,921
8295,hRSV/A/England/397/2017,8295,918
8296,hRSV/A/England/397/2017,8296,953
8297,hRSV/A/England/397/2017,8297,952
8298,hRSV/A/England/397/2017,8298,947
8299,hRSV/A/England/397/2017,8299,954
8300,hRSV/A/England/397/2017,8300,948
8301,hRSV/A/England/397/2017,8301,1023
8302,hRSV/A/England/397/2017,8302,1020
8303,hRSV/A/England/397/2017,8303,1052
8304,hRSV/A/England/397/2017,8304,1068
8305,hRSV/A/England/397/2017,8305,1052
8306,hRSV/A/England/397/2017,8306,1090
8307,hRSV/A/England/397/2017,8307,1092
8308,hRSV/A/England/397/2017,8308,1154
8309,hRSV/A/England/397/2017,8309,1148
8310,hRSV/A/England/397/2017,8310,1116
8311,hRSV/A/England/397/2017,8311,1087
8312,hRSV/A/England/397/2017,8312,1090
8313,hRSV/A/England/397/2017,8313,1084
8314,hRSV/A/England/397/2017,8314,1077
8315,hRSV/A/England/397/2017,8315,1076
8316,hRSV/A/England/397/2017,8316,1075
8317,hRSV/A/England/397/2017,8317,1075
8318,hRSV/A/England/397/2017,8318,1054
8319,hRSV/A/England/397/2017,8319,1049
8320,hRSV/A/England/397/2017,8320,1037
8321,hRSV/A/England/397/2017,8321,1048
8322,hRSV/A/England/397/2017,8322,1048
8323,hRSV/A/England/397/2017,8323,1055
8324,hRSV/A/England/397/2017,8324,1058
8325,hRSV/A/England/397/2017,8325,1048
8326,hRSV/A/England/397/2017,8326,1025
8327,hRSV/A/England/397/2017,8327,1032
8328,hRSV/A/England/397/2017,8328,1018
8329,hRSV/A/England/397/2017,8329,1025
8330,hRSV/A/England/397/2017,8330,1067
8331,hRSV/A/England/397/2017,8331,1086
8332,hRSV/A/England/397/2017,8332,1115
8333,hRSV/A/England/397/2017,8333,1169
8334,hRSV/A/England/397/2017,8334,1198
8335,hRSV/A/England/397/2017,8335,1204
8336,hRSV/A/England/397/2017,8336,1211
8337,hRSV/A/England/397/2017,8337,1204
8338,hRSV/A/England/397/2017,8338,1203
8339,hRSV/A/England/397/2017,8339,1205
8340,hRSV/A/England/397/2017,8340,1193
8341,hRSV/A/England/397/2017,8341,1191
8342,hRSV/A/England/397/2017,8342,1181
8343,hRSV/A/England/397/2017,8343,1186
8344,hRSV/A/England/397/2017,8344,1184
8345,hRSV/A/England/397/2017,8345,1191
8346,hRSV/A/England/397/2017,8346,1193
8347,hRSV/A/England/397/2017,8347,1195
8348,hRSV/A/England/397/2017,8348,1194
8349,hRSV/A/England/397/2017,8349,1192
8350,hRSV/A/England/397/2017,8350,1190
8351,hRSV/A/England/397/2017,8351,1191
8352,hRSV/A/England/397/2017,8352,1193
8353,hRSV/A/England/397/2017,8353,1191
8354,hRSV/A/England/397/2017,8354,1210
8355,hRSV/A/England/397/2017,8355,1208
8356,hRSV/A/England/397/2017,8356,1209
8357,hRSV/A/England/397/2017,8357,1203
8358,hRSV/A/England/397/2017,8358,1202
8359,hRSV/A/England/397/2017,8359,1208
8360,hRSV/A/England/397/2017,8360,1206
8361,hRSV/A/England/397/2017,8361,1204
8362,hRSV/A/England/397/2017,8362,1200
8363,hRSV/A/England/397/2017,8363,1196
8364,hRSV/A/England/397/2017,8364,1198
8365,hRSV/A/England/397/2017,8365,1193
8366,hRSV/A/England/397/2017,8366,1204
8367,hRSV/A/England/397/2017,8367,1200
8368,hRSV/A/England/397/2017,8368,1192
8369,hRSV/A/England/397/2017,8369,1198
8370,hRSV/A/England/397/2017,8370,1198
8371,hRSV/A/England/397/2017,8371,1199
8372,hRSV/A/England/397/2017,8372,1193
8373,hRSV/A/England/397/2017,8373,1188
8374,hRSV/A/England/397/2017,8374,1194
8375,hRSV/A/England/397/2017,8375,1164
8376,hRSV/A/England/397/2017,8376,1175
8377,hRSV/A/England/397/2017,8377,1174
8378,hRSV/A/England/397/2017,8378,1175
8379,hRSV/A/England/397/2017,8379,1178
8380,hRSV/A/England/397/2017,8380,1178
8381,hRSV/A/England/397/2017,8381,1178
8382,hRSV/A/England/397/2017,8382,1181
8383,hRSV/A/England/397/2017,8383,1189
8384,hRSV/A/England/397/2017,8384,1187
8385,hRSV/A/England/397/2017,8385,1173
8386,hRSV/A/England/397/2017,8386,1164
8387,hRSV/A/England/397/2017,8387,1138
8388,hRSV/A/England/397/2017,8388,1139
8389,hRSV/A/England/397/2017,8389,1136
8390,hRSV/A/England/397/2017,8390,1131
8391,hRSV/A/England/397/2017,8391,1120
8392,hRSV/A/England/397/2017,8392,1127
8393,hRSV/A/England/397/2017,8393,1103
8394,hRSV/A/England/397/2017,8394,1102
8395,hRSV/A/England/397/2017,8395,1099
8396,hRSV/A/England/397/2017,8396,1089
8397,hRSV/A/England/397/2017,8397,1090
8398,hRSV/A/England/397/2017,8398,1089
8399,hRSV/A/England/397/2017,8399,1095
8400,hRSV/A/England/397/2017,8400,1094
8401,hRSV/A/England/397/2017,8401,1092
8402,hRSV/A/England/397/2017,8402,1093
8403,hRSV/A/England/397/2017,8403,1092
8404,hRSV/A/England/397/2017,8404,1094
8405,hRSV/A/England/397/2017,8405,1095
8406,hRSV/A/England/397/2017,8406,1092
8407,hRSV/A/England/397/2017,8407,1094
8408,hRSV/A/England/397/2017,8408,1090
8409,hRSV/A/England/397/2017,8409,1080
8410,hRSV/A/England/397/2017,8410,1086
8411,hRSV/A/England/397/2017,8411,1086
8412,hRSV/A/England/397/2017,8412,1075
8413,hRSV/A/England/397/2017,8413,1074
8414,hRSV/A/England/397/2017,8414,1054
8415,hRSV/A/England/397/2017,8415,1063
8416,hRSV/A/England/397/2017,8416,1071
8417,hRSV/A/England/397/2017,8417,1071
8418,hRSV/A/England/397/2017,8418,1068
8419,hRSV/A/England/397/2017,8419,1066
8420,hRSV/A/England/397/2017,8420,1072
8421,hRSV/A/England/397/2017,8421,1071
8422,hRSV/A/England/397/2017,8422,1067
8423,hRSV/A/England/397/2017,8423,1054
8424,hRSV/A/England/397/2017,8424,1020
8425,hRSV/A/England/397/2017,8425,1005
8426,hRSV/A/England/397/2017,8426,1003
8427,hRSV/A/England/397/2017,8427,1003
8428,hRSV/A/England/397/2017,8428,984
8429,hRSV/A/England/397/2017,8429,954
8430,hRSV/A/England/397/2017,8430,954
8431,hRSV/A/England/397/2017,8431,929
8432,hRSV/A/England/397/2017,8432,926
8433,hRSV/A/England/397/2017,8433,931
8434,hRSV/A/England/397/2017,8434,928
8435,hRSV/A/England/397/2017,8435,959
8436,hRSV/A/England/397/2017,8436,955
8437,hRSV/A/England/397/2017,8437,942
8438,hRSV/A/England/397/2017,8438,954
8439,hRSV/A/England/397/2017,8439,941
8440,hRSV/A/England/397/2017,8440,944
8441,hRSV/A/England/397/2017,8441,945
8442,hRSV/A/England/397/2017,8442,905
8443,hRSV/A/England/397/2017,8443,923
8444,hRSV/A/England/397/2017,8444,863
8445,hRSV/A/England/397/2017,8445,911
8446,hRSV/A/England/397/2017,8446,910
8447,hRSV/A/England/397/2017,8447,983
8448,hRSV/A/England/397/2017,8448,980
8449,hRSV/A/England/397/2017,8449,941
8450,hRSV/A/England/397/2017,8450,939
8451,hRSV/A/England/397/2017,8451,925
8452,hRSV/A/England/397/2017,8452,877
8453,hRSV/A/England/397/2017,8453,863
8454,hRSV/A/England/397/2017,8454,773
8455,hRSV/A/England/397/2017,8455,771
8456,hRSV/A/England/397/2017,8456,674
8457,hRSV/A/England/397/2017,8457,673
8458,hRSV/A/England/397/2017,8458,624
8459,hRSV/A/England/397/2017,8459,624
8460,hRSV/A/England/397/2017,8460,606
8461,hRSV/A/England/397/2017,8461,604
8462,hRSV/A/England/397/2017,8462,604
8463,hRSV/A/England/397/2017,8463,604
8464,hRSV/A/England/397/2017,8464,604
8465,hRSV/A/England/397/2017,8465,604
8466,hRSV/A/England/397/2017,8466,600
8467,hRSV/A/England/397/2017,8467,598
8468,hRSV/A/England/397/2017,8468,598
8469,hRSV/A/England/397/2017,8469,576
8470,hRSV/A/England/397/2017,8470,576
8471,hRSV/A/England/397/2017,8471,563
8472,hRSV/A/England/397/2017,8472,563
8473,hRSV/A/England/397/2017,8473,563
8474,hRSV/A/England/397/2017,8474,558
8475,hRSV/A/England/397/2017,8475,554
8476,hRSV/A/England/397/2017,8476,545
8477,hRSV/A/England/397/2017,8477,545
8478,hRSV/A/England/397/2017,8478,538
8479,hRSV/A/England/397/2017,8479,535
8480,hRSV/A/England/397/2017,8480,528
8481,hRSV/A/England/397/2017,8481,491
8482,hRSV/A/England/397/2017,8482,448
8483,hRSV/A/England/397/2017,8483,448
8484,hRSV/A/England/397/2017,8484,446
8485,hRSV/A/England/397/2017,8485,446
8486,hRSV/A/England/397/2017,8486,441
8487,hRSV/A/England/397/2017,8487,439
8488,hRSV/A/England/397/2017,8488,854
8489,hRSV/A/England/397/2017,8489,850
8490,hRSV/A/England/397/2017,8490,877
8491,hRSV/A/England/397/2017,8491,877
8492,hRSV/A/England/397/2017,8492,899
8493,hRSV/A/England/397/2017,8493,898
8494,hRSV/A/England/397/2017,8494,899
8495,hRSV/A/England/397/2017,8495,903
8496,hRSV/A/England/397/2017,8496,906
8497,hRSV/A/England/397/2017,8497,920
8498,hRSV/A/England/397/2017,8498,935
8499,hRSV/A/England/397/2017,8499,936
8500,hRSV/A/England/397/2017,8500,939
8501,hRSV/A/England/397/2017,8501,928
8502,hRSV/A/England/397/2017,8502,925
8503,hRSV/A/England/397/2017,8503,936
8504,hRSV/A/England/397/2017,8504,937
8505,hRSV/A/England/397/2017,8505,941
8506,hRSV/A/England/397/2017,8506,941
8507,hRSV/A/England/397/2017,8507,936
8508,hRSV/A/England/397/2017,8508,937
8509,hRSV/A/England/397/2017,8509,937
8510,hRSV/A/England/397/2017,8510,938
8511,hRSV/A/England/397/2017,8511,943
8512,hRSV/A/England/397/2017,8512,946
8513,hRSV/A/England/397/2017,8513,956
8514,hRSV/A/England/397/2017,8514,948
8515,hRSV/A/England/397/2017,8515,949
8516,hRSV/A/England/397/2017,8516,949
8517,hRSV/A/England/397/2017,8517,943
8518,hRSV/A/England/397/2017,8518,945
8519,hRSV/A/England/397/2017,8519,945
8520,hRSV/A/England/397/2017,8520,948
8521,hRSV/A/England/397/2017,8521,953
8522,hRSV/A/England/397/2017,8522,948
8523,hRSV/A/England/397/2017,8523,948
8524,hRSV/A/England/397/2017,8524,946
8525,hRSV/A/England/397/2017,8525,955
8526,hRSV/A/England/397/2017,8526,955
8527,hRSV/A/England/397/2017,8527,953
8528,hRSV/A/England/397/2017,8528,953
8529,hRSV/A/England/397/2017,8529,941
8530,hRSV/A/England/397/2017,8530,943
8531,hRSV/A/England/397/2017,8531,947
8532,hRSV/A/England/397/2017,8532,949
8533,hRSV/A/England/397/2017,8533,956
8534,hRSV/A/England/397/2017,8534,925
8535,hRSV/A/England/397/2017,8535,922
8536,hRSV/A/England/397/2017,8536,923
8537,hRSV/A/England/397/2017,8537,632
8538,hRSV/A/England/397/2017,8538,637
8539,hRSV/A/England/397/2017,8539,639
8540,hRSV/A/England/397/2017,8540,643
8541,hRSV/A/England/397/2017,8541,644
8542,hRSV/A/England/397/2017,8542,647
8543,hRSV/A/England/397/2017,8543,647
8544,hRSV/A/England/397/2017,8544,649
8545,hRSV/A/England/397/2017,8545,650
8546,hRSV/A/England/397/2017,8546,650
8547,hRSV/A/England/397/2017,8547,650
8548,hRSV/A/England/397/2017,8548,652
8549,hRSV/A/England/397/2017,8549,654
8550,hRSV/A/England/397/2017,8550,654
8551,hRSV/A/England/397/2017,8551,655
8552,hRSV/A/England/397/2017,8552,662
8553,hRSV/A/England/397/2017,8553,669
8554,hRSV/A/England/397/2017,8554,672
8555,hRSV/A/England/397/2017,8555,675
8556,hRSV/A/England/397/2017,8556,680
8557,hRSV/A/England/397/2017,8557,682
8558,hRSV/A/England/397/2017,8558,684
8559,hRSV/A/England/397/2017,8559,693
8560,hRSV/A/England/397/2017,8560,693
8561,hRSV/A/England/397/2017,8561,693
8562,hRSV/A/England/397/2017,8562,693
8563,hRSV/A/England/397/2017,8563,699
8564,hRSV/A/England/397/2017,8564,702
8565,hRSV/A/England/397/2017,8565,702
8566,hRSV/A/England/397/2017,8566,701
8567,hRSV/A/England/397/2017,8567,702
8568,hRSV/A/England/397/2017,8568,698
8569,hRSV/A/England/397/2017,8569,701
8570,hRSV/A/England/397/2017,8570,710
8571,hRSV/A/England/397/2017,8571,710
8572,hRSV/A/England/397/2017,8572,704
8573,hRSV/A/England/397/2017,8573,703
8574,hRSV/A/England/397/2017,8574,700
8575,hRSV/A/England/397/2017,8575,704
8576,hRSV/A/England/397/2017,8576,694
8577,hRSV/A/England/397/2017,8577,695
8578,hRSV/A/England/397/2017,8578,692
8579,hRSV/A/England/397/2017,8579,694
8580,hRSV/A/England/397/2017,8580,694
8581,hRSV/A/England/397/2017,8581,696
8582,hRSV/A/England/397/2017,8582,689
8583,hRSV/A/England/397/2017,8583,687
8584,hRSV/A/England/397/2017,8584,702
8585,hRSV/A/England/397/2017,8585,711
8586,hRSV/A/England/397/2017,8586,734
8587,hRSV/A/England/397/2017,8587,734
